Expandable Memory Type,Secondary Camera Resolution,Charging Type,SIM Count,Secondary Camera,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Display Resolution,Colour Name,Display Type,Display Resolution Type,Operating System Version,Operating System,Voice Calling Capability,Fast Charging,Network Frequency Band,Processor Name,Number of Cores,Primary Camera Feature,Flash,Model Year,Network Type,Condition,Model Number,Model Name,Primary Camera (MP),Title,Price,Brand,Rating,Product Image,Product Link,Processor Speed,Product Weight,Operating System Number,Processor Number,What's In The Box,Glass Technology,Video Recording Resolution Type,Water/Dust Properties,Finish,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Refresh Rates,Sensor,Camera Type,Battery Type,Pixels Per Inch,Network,Audio Jack,Wireless
,,Type-C,Dual SIM,,8 GB,5000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,,Ice Blue,,,Android 12,Android,,Yes,LTE,MediaTek Dimensity,,,,2023,5G,,CPH2531,Reno10 CPH2531 Ice Blue AE,,Reno 10 5G Dual SIM Ice Blue 8GB RAM 256GB  - Middle East Version,EGP 16999.00 Inclusive of VAT,OPPO,4.3,"['https://f.nooncdn.com/p/v1689060164/N53418439A_1.jpg', 'https://f.nooncdn.com/p/v1689060168/N53418544A_1.jpg']",https://www.noon.com/egypt-en/reno-10-5g-dual-sim-ice-blue-8gb-ram-256gb-middle-east-version/N53418439A/p/?o=a87d0e61da44cb2a,,185 g,,,,,,,,74.19 mm,162.43 mm,7.99 mm,,120Hz,,,,,,Type-C,
MicroSD,,,Dual SIM,,,800 mAh,,International Version,2.4 in,,,Black,,,,,,,,,,,,,,,Girasole G30,Girasole G30,,"Girasole G30 - 2.4-inch Dual SIM Mobile Phone - Black, Earphone Free , 12 Months Warranty",EGP 666.00 Inclusive of VAT,GIRASOLE,3.9,"['https://f.nooncdn.com/p/pzsku/Z3D96B472C57575E0D301Z/45/_/1701855825/ff3a4d94-d967-464a-a8e8-e51a153a25e1.jpg', 'https://f.nooncdn.com/p/pzsku/ZE6F657736F5AD790DB1EZ/45/_/1701868704/a26047d6-6afb-4652-9588-7f263332e213.jpg', 'https://f.nooncdn.com/p/pzsku/Z79124DD0C9E3486251EAZ/45/_/1701853984/1a0ebd79-a3ce-41b9-808b-62acda722c78.jpg']",https://www.noon.com/egypt-en/girasole-g30-2-4-inch-dual-sim-mobile-phone-black-earphone-free-12-months-warranty/Z3D96B472C57575E0D301Z/p/?o=z3d96b472c57575e0d301z-1,,,,,"Mobile,wired Headphone,charger,battery",,,,,,,,,,,,,,2G,,
MicroSD,8 MP,Type-C,Dual SIM,8 - 11.9 MP,6 GB,5000 mAh,128 GB,International Version,6.74 in,Nano SIM,1080x2408,Champion Gold/Dorado,IPS LCD,FHD+,Android 13,Android,,Yes,LTE,Unisoc,Single Core,Single,LED,2023,4G,New,RMX3760,C53,,C53 Dual SIM Champion Gold/Dorado 6GB 128GB 4G LTE - International Version,EGP 6150.00 Inclusive of VAT,realme,3.9,"['https://f.nooncdn.com/p/pnsku/N70049541V/45/_/1709202367/da0d8b3b-a70b-46db-a1e7-195f56f151b1.jpg', 'https://f.nooncdn.com/p/pnsku/N70049542V/45/_/1709202368/f1179324-daec-4dd6-9818-9c8e3f12f367.jpg']",https://www.noon.com/egypt-en/c53-dual-sim-champion-gold-dorado-6gb-128gb-4g-lte-international-version/N70049541V/p/?o=c3ca90d57671bdcc,1.82 GHz,182 g,13,T612,,,1080p,,,167.26 mm,76.67 mm,7.49 mm,1 TB,90Hz,,,,,,3.5 mm,
,50 MP,Type-C,Dual SIM,32 MP & Above,8 GB,4500 mAh,512 GB,Middle East Version,6.7 in,Nano SIM,2408×1080,Glamorous Green,,,,,Yes,Yes,,,,Triple,LED,,4G,New,LLY-LX2,x8b,108mp+5mp+2mp,X8b Dual SIM Glamorous Green 8GB RAM 512GB 4G LTE - Middle East Version,EGP 11999.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70048067V/45/_/1708699656/249f5f8e-3861-4ebd-af5a-c69cc3843c3b.jpg', 'https://f.nooncdn.com/p/pnsku/N70048066V/45/_/1708699725/c4edff3b-7425-40cb-9d60-22c9fe1d2f14.jpg', 'https://f.nooncdn.com/p/pnsku/N70048069V/45/_/1708699656/73b6e713-66e9-42c5-9c95-ed398e640292.jpg']",https://www.noon.com/egypt-en/x8b-dual-sim-glamorous-green-8gb-ram-512gb-4g-lte-middle-east-version/N70048067V/p/?o=db952b14c455193a,,,,,,,1080p,,,,,,,90Hz,,,,,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5030 mAh,256 GB,Middle East Version,6.79 in,Nano SIM,,Sandy Gold,,,Android 14,Android,Yes,,LTE,,,,,2024,4G,New,2404ARN45A,Redmi 13,108+2MP,Redmi 13 Dual SIM Sandy Gold 8GB RAM 256GB 4G - Middle East Version,EGP 7999.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-13-dual-sim-sandy-gold-8gb-ram-256gb-4g-middle-east-version/N70108150V/p/?o=d1b01daf02a3decb,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,8 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,,Diamond White,,,,,,,,,,,,,,New,X669D / X669C,Hot 30i,,Hot 30i Dual SIM Diamond White 8GB RAM 128GB 4G LTE,EGP 4999.00 Inclusive of VAT,Infinix,4.2,[],https://www.noon.com/egypt-en/hot-30i-dual-sim-diamond-white-8gb-ram-128gb-4g-lte/N70001204V/p/?o=cf036b7607d18a2f,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,6 GB,5000 mAh,128 GB,India Version,6.74 in,Nano SIM,,Glacier White,,,,,,,,,,,LED,,4G,,"Redmi 13C, 2311DRN14I",,108mp,Redmi 13C Dual Sim Glacier White 6Gb Ram 128Gb 4G Indian Version,EGP 5840.00 Inclusive of VAT,Xiaomi,3.8,[],https://www.noon.com/egypt-en/redmi-13c-dual-sim-glacier-white-6gb-ram-128gb-4g-indian-version/N70049143V/p/?o=d93ce019b72493aa,,,,,,,4K,,,,,,,,,Primary Camera + Secondary Camera,,,,,
No Expandable Memory,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5000 mAh,128 GB,International Version,6.67 in,Nano SIM,1080x2400,Onyx Gray,AMOLED,,,Android,,Yes,LTE,Qualcomm Snapdragon,Octa Core,Triple,LED,2023,4G,New,23021RAAEG,Redmi Note 12,50+8+2 MP,Redmi Note 12 Dual SIM Onyx Gray 8GB RAM 128GB 4G - Global Version,EGP 8499.00 Inclusive of VAT,Xiaomi,4.3,"['https://f.nooncdn.com/p/v1687265304/N53364559A_1.jpg', 'https://f.nooncdn.com/p/v1687265305/N53364543A_1.jpg', 'https://f.nooncdn.com/p/v1687265305/N53364542A_1.jpg', 'https://f.nooncdn.com/p/v1689836534/N53421307A_1.jpg']",https://www.noon.com/egypt-en/redmi-note-12-dual-sim-onyx-gray-8gb-ram-128gb-4g-global-version/N53364542A/p/?o=b2ee628e9f4d4ccb,,,13,685,,,,,,,,,,120Hz,,,,,,,
,,,Dual SIM,,32 MB,1000 mAh,32 MB,,1.77 in,SIM (Standard),,Dark Blue+Light Blue,,,,,,,GSM,,,Single,,,,,,,,"K350 Dual Sim,1.77 inches, 32 MB ROM+32 MB RAM, 1000mAh battery - Dark Blue+Light Blue",EGP 399.00 Inclusive of VAT,KXD,N/A,"['https://f.nooncdn.com/p/pzsku/Z218FF01BACAC962FAB89Z/45/_/1713786450/8d96c17a-846a-45c7-9f7c-82cc949d590c.jpg', 'https://f.nooncdn.com/p/pzsku/ZC32956D99621B52425B5Z/45/_/1713787019/0a1c5549-19a3-4cec-9188-79061881c7fd.jpg']",https://www.noon.com/egypt-en/k350-dual-sim-1-77-inches-32-mb-rom-32-mb-ram-1000mah-battery-dark-blue-light-blue/ZC32956D99621B52425B5Z/p/?o=zc32956d99621b52425b5z-1,,,,,,,,,,,,,,,,,,,2G GSM(850MHz/900MHz/1800MHz/1900MHz),3.5 mm,
,16 MP,Type-C,Dual SIM,16 - 31.9 MP,8 GB,5000 mAh,128 GB,,6.8 in,Nano SIM,,Purple,FHD,Full HD,Android 13,Android,,,LTE,,Octa Core,Triple,Yes,,4G,New,,,48,"X9 Dual SIM Mobile, 128GB Internal Memory, 8+5GB RAM, 4G LTE - Starlight Purple",EGP 5549.00 Inclusive of VAT,IKU,N/A,"['https://f.nooncdn.com/p/pzsku/ZD6808D3A7CDB660B1832Z/45/_/1725191823/0ce97e7a-6bd1-4204-af12-130a05fc3d8c.jpg', 'https://f.nooncdn.com/p/pzsku/ZF3F84FF915E9210FB720Z/45/_/1725186626/8c68a774-82de-41a9-9893-dd2825523595.jpg', 'https://f.nooncdn.com/p/pzsku/Z144CD17B6ACA0FBAA5B3Z/45/_/1725192568/8d14f524-5e3f-4a0a-a17b-1a48be3b425f.jpg']",https://www.noon.com/egypt-en/x9-dual-sim-mobile-128gb-internal-memory-8-5gb-ram-4g-lte-starlight-purple/ZF3F84FF915E9210FB720Z/p/?o=zf3f84ff915e9210fb720z-1,,,,,,,,,,,,,,60Hz,,,,,,3.5 mm,4G/3G/Wireless/Bluetooth
No Expandable Memory,12 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,4676 mAh,512 GB,International Version,6.9 in,Nano + eSIM,,Desert Titanium,OLED,,iOS 18,iOS,Yes,Yes,,,Hexa Core,Triple,Dual Tone flash,2024,5G,New,iPhone 16 Pro Max,iPhone 16 Pro Max,48+48+12,iPhone 16 Pro Max 512GB Desert Titanium 5G With FaceTime - International Version,EGP 93999.00 Inclusive of VAT,Apple,4.0,"['https://f.nooncdn.com/p/pnsku/N70106153V/45/_/1726043617/2d325e78-dd43-4152-8a3d-c503f387f73e.jpg', 'https://f.nooncdn.com/p/pnsku/N70106154V/45/_/1726043627/434fe88d-bfd7-460e-b42b-f98dc07e4d91.jpg', 'https://f.nooncdn.com/p/pnsku/N70106152V/45/_/1726043636/fb57bc6d-9553-4627-b198-7718a840b089.jpg', 'https://f.nooncdn.com/p/pnsku/N70106232V/45/_/1725963931/a338767c-f097-42e3-ae1a-5ea8fe19e65f.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-512gb-desert-titanium-5g-with-facetime-international-version/N70106154V/p/?o=cacf793032d7cd5d,,227 g,,A18 Pro,,,,,,77.6 mm,163 mm,8.3 mm,,120Hz,,,,,,,
MicroSD,,Type-C,Dual SIM,,3 GB,5000 mAh,64 GB,International Version,6.71 in,Nano SIM,,Star Blue,LCD,,Android 14,Android,yes,,LTE,MediaTek Helio,Octa Core,Dual,LED,2023,4G,,Redmi A3 (3+64),Redmi A3,8MP,Redmi A3 Dual SIM Star Blue 3GB RAM 64GB 4G - Global Version,EGP 4439.95 Inclusive of VAT,Xiaomi,4.0,[],https://www.noon.com/egypt-en/redmi-a3-dual-sim-star-blue-3gb-ram-64gb-4g-global-version/N70060086V/p/?o=f2b6d346d45f26ee,,,14,G36,Mobile Phone | Adapter | USB Type-C Cable | SIM Eject Tool | Quick Start Guide | Safety Information,Gorilla Glass,1080p,,,,,,1 TB,,,Primary Camera + Secondary Camera,,,4G,,Bluetooth
,,,Dual SIM,,2 GB,5000 mAh,64 GB,International Version,,,,,,,,,,,,,,,,,,,,,,Smart 7 HD Dual SIM Jade White 2GB RAM 64GB 4G LTE,EGP 3849.00 Inclusive of VAT,Infinix,4.6,"['https://f.nooncdn.com/p/v1685701968/N53410731A_1.jpg', 'https://f.nooncdn.com/p/v1685698329/N53410706A_1.jpg', 'https://f.nooncdn.com/p/v1685701969/N53410732A_1.jpg', 'https://f.nooncdn.com/p/v1685707369/N53410834A_1.jpg']",https://www.noon.com/egypt-en/smart-7-hd-dual-sim-jade-white-2gb-ram-64gb-4g-lte/N53410732A/p/?o=b1f0a473b6c891ca,,,,,,,,,,,,,,,,,,,,,
,8 MP,Type-C,Dual SIM,8 - 11.9 MP,8 GB,5000 mAh,512 GB,International Version,6.72 in,Nano SIM,1080x2400,Woodland Green,IPS LCD,,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,MediaTek Dimensity,Octa Core,Dual,,2024,5G,New,RMX3999,realme 12 5G,108+2M,12 5G Dual SIM Woodland Green 8GB RAM 512GB - International Version,EGP 12350.00 Inclusive of VAT,realme,5.0,"['https://f.nooncdn.com/p/pnsku/N70059170V/45/_/1711693863/4c25b760-05c7-41fb-b513-9e063a3f34a5.jpg', 'https://f.nooncdn.com/p/pnsku/N70059171V/45/_/1711693859/1963203b-9280-4399-bb6b-262a946a9a61.jpg']",https://www.noon.com/egypt-en/12-5g-dual-sim-woodland-green-8gb-ram-512gb-international-version/N70059171V/p/?o=c54d250b59d3634d,,188 g,Realme UI 5.0,6100 Plus,"Handset,Adapter,USB cable,Quick guide,Warranty card",,,,,165.6 mm,7.7 mm,76.1 mm,,,"Accelerometer, gyroscope, Proximity Sensors",,,,,,
,,Type-C,Dual SIM,,12 GB,5000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,,Phoenix Red,,,,Android,,,,,,,,,5G,New,Realme P1 Pro 5G,Realme P1 Pro 5G,,Realme P1 Pro 5G 12GB RAM 256GB Phoenix Red-Middle east version,EGP 14675.00 Inclusive of VAT,realme,N/A,[],https://www.noon.com/egypt-en/realme-p1-pro-5g-12gb-ram-256gb-phoenix-red-middle-east-version/N70118871V/p/?o=f710705d4605b01c,,,,,,,,,,,,,,,,,,,,,
MicroSD,8 MP,Type-C,Dual SIM,8 - 11.9 MP,4 GB,5000 mAh,128 GB,International Version,6.6 in,Nano SIM,720x1612,Mirror Black,IPS LCD,,Anna,Android,,,LTE,,Octa Core,,,,4G,,X669D-B / X669C,Hot 30i-1,12 - 15.9 MP,Hot 30i Dual SIM Mirror Black 4GB RAM 128GB 4G LTE,EGP 4699.00 Inclusive of VAT,Infinix,4.3,"['https://f.nooncdn.com/p/v1689564690/N53420361A_1.jpg', 'https://f.nooncdn.com/p/v1689564709/N53420360A_1.jpg', 'https://f.nooncdn.com/p/v1689564690/N53420362A_1.jpg', 'https://f.nooncdn.com/p/v1689564710/N53420359A_1.jpg']",https://www.noon.com/egypt-en/hot-30i-dual-sim-mirror-black-4gb-ram-128gb-4g-lte/N53420359A/p/?o=caf48b070891648a,1.6 GHz,,12,Unisoc T606,,Gorilla Glass,,,,,,,1 TB,,,,,,,,
,20 MP,Type-C,Dual SIM,16 - 31.9 MP,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,,Black,,,,Android,Yes,Yes,LTE,,Quad Core,,,,5G,New,24069PC21G,POCO F6,50+8MP,POCO F6 Dual SIM Black 12GB RAM 512GB 5G - International Version,EGP 19990.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/poco-f6-dual-sim-black-12gb-ram-512gb-5g-international-version/N70088006V/p/?o=ac022338b81de38e,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,12 GB,5000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,,Parrot Blue,,,,Android,,,,,,,,,5G,New,realme Realme P1 Pro 5G,realme Realme P1 Pro 5G,,"Realme P1 Pro 5G 12GB RAM, 256GB Parrot Blue-Middle east version",EGP 14675.00 Inclusive of VAT,realme,N/A,[],https://www.noon.com/egypt-en/realme-p1-pro-5g-12gb-ram-256gb-parrot-blue-middle-east-version/N70118872V/p/?o=d19573c99667df5f,,,,,,,,,,,,,,,,,,,,,
MicroSD,20 MP,Type-C,Dual SIM,16 - 31.9 MP,8 GB,4250 mAh,256 GB,International Version,6.55 in,Nano SIM,1080x2400,Black,AMOLED,Full HD,Android 11,Android,,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,Dual Tone flash,2022,5G,New,2109119DG-Black,11 Lite 5G NE,64,Mi 11 Lite 5G NE Dual SIM Black 8GB RAM 256GB,EGP 12499.00 Inclusive of VAT,Xiaomi,2.7,[],https://www.noon.com/egypt-en/mi-11-lite-5g-ne-dual-sim-black-8gb-ram-256gb/N51825922A/p/?o=fa36d0bb666d250f,2.4 GHz,,MIUI 12.5,778G,,Gorilla Glass,1080p,,,,,,512 GB,90Hz,"Accelerometer, gyroscope, proximity_sensors",,,,,,
,,,Dual SIM,,2 GB,3000 mAh,32 GB,,,,,,,,,,,,,,,,,,,,,,,Mobile BUZZ 3 Black 32GB 2GB 3G,EGP 2525.00 Inclusive of VAT,ACE,3.6,[],https://www.noon.com/egypt-en/mobile-buzz-3-black-32gb-2gb-3g/Z48CFF01CF3AC986BE375Z/p/?o=z48cff01cf3ac986be375z-1,,,,,,,,,,,,,,,,,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,720x1612,sky blue,IPS LCD,Full HD,Android 12,Android,,,GSM/LTE,,Octa Core,,LED,,4G,New,"S23, S665L",S23,,S23 Dual SIM Sky Blue 4GB RAM 128GB 4G - Middle East Version,EGP 4199.00 Inclusive of VAT,ITEL,4.7,[],https://www.noon.com/egypt-en/s23-dual-sim-sky-blue-4gb-ram-128gb-4g-middle-east-version/N70061257V/p/?o=b71ff2f34055e10b,1.6 GHz,,,,,,,Water Proof and Dust Proof,,,,,256 GB,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.78 in,Nano SIM,1284x2778,Moonlight White,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,"5109BFWE, ELP-NX9",HONOR 200 Pro,50+50+12 Mp,200 Pro 5G Dual SIM Moon Light White 12GB RAM + 512GB - Middle East Version,EGP 29999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091785V/45/_/1720687160/8bb06ead-2f40-4675-9e7c-3bbabd3e4b3a.jpg', 'https://f.nooncdn.com/p/pnsku/N70091787V/45/_/1720687168/3c0d5687-c5c3-47eb-99b9-2ccdc42b96d7.jpg', 'https://f.nooncdn.com/p/pnsku/N70091786V/45/_/1720687158/d18e377d-e130-4654-9ea2-2177a0f1c995.jpg']",https://www.noon.com/egypt-en/200-pro-5g-dual-sim-moon-light-white-12gb-ram-512gb-middle-east-version/N70091787V/p/?o=d0a031108316558e,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Flowing Silver,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5.0,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.7 in,Nano SIM,1284x2778,Emerald Green,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,"5109BFRH, ELI-NX9",HONOR 200,50+50+12 Mp,200 5G Dual SIM Emerald Green 12GB RAM + 512GB - Middle East Version,EGP 23999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091784V/45/_/1720705850/7ea1f2dc-3af4-4df9-b922-8d8cea3c1650.jpg', 'https://f.nooncdn.com/p/pnsku/N70091759V/45/_/1720705289/d6e81528-749e-4a49-8d40-ad08a34fbd6b.jpg', 'https://f.nooncdn.com/p/pnsku/N70091758V/45/_/1720705248/38f31355-99d7-4bc0-a78d-e688be2ceaf4.jpg']",https://www.noon.com/egypt-en/200-5g-dual-sim-emerald-green-12gb-ram-512gb-middle-east-version/N70091759V/p/?o=de2d311a05b6daea,,,,,,,,,,,,,,,,,,,,,
,8 MP,,Dual SIM,8 - 11.9 MP,8 GB,5000 mAh,128 GB,International Version,6.67 in,Nano SIM,,Blue,,,,,,,,,,,,,,New,CPH2631,A60,,A60 Dual SIM 8GB RAM 128GB Ripple Blue 4G - International Version,EGP 8999.00 Inclusive of VAT,OPPO,4.3,[],https://www.noon.com/egypt-en/a60-dual-sim-8gb-ram-128gb-ripple-blue-4g-international-version/N70089600V/p/?o=fa859d829e1de1ca,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,,Black/Milky Black,LCD,,,Android,,,,,,,,2024,4G,New,realme C65,realme C65,,C65 Dual SIM Black/Milky black 8GB RAM 256GB 4G - International Version,EGP 7450.00 Inclusive of VAT,realme,N/A,[],https://www.noon.com/egypt-en/c65-dual-sim-black-milky-black-8gb-ram-256gb-4g-international-version/N70118861V/p/?o=f138c4432874d52a,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Midnight Black,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM 6GB RAM 256GB 4G - Midnight Black, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5.0,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-midnight-black-with-honor-x6-earbuds-white/N70070455V/p/?o=acec4395fb86acad,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Emerald Green,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM  6GB RAM 256GB 4G - Emerald Green, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-emerald-green-with-honor-x6-earbuds-white/N70070457V/p/?o=be0b92ad992f323a,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.78 in,Nano SIM,1284x2778,Ocean Cyan,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,5109BFWC / ELP-NX9,HONOR 200 Pro,50+50+12 Mp,200 Pro 5G Dual SIM Ocean Cyan 12GB RAM + 512GB - Middle East Version,EGP 35999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091785V/45/_/1720687160/8bb06ead-2f40-4675-9e7c-3bbabd3e4b3a.jpg', 'https://f.nooncdn.com/p/pnsku/N70091787V/45/_/1720687168/3c0d5687-c5c3-47eb-99b9-2ccdc42b96d7.jpg', 'https://f.nooncdn.com/p/pnsku/N70091786V/45/_/1720687158/d18e377d-e130-4654-9ea2-2177a0f1c995.jpg']",https://www.noon.com/egypt-en/200-pro-5g-dual-sim-ocean-cyan-12gb-ram-512gb-middle-east-version/N70091786V/p/?o=b0f742f4bb4107af,,,,,,,,,,,,,,,,,,,,,
MicroSD,,Micro USB,Dual SIM,,32 MB,600 mAh,32 MB,Egypt Version,1.77 in,SIM (Standard),128x160,Blue,,,,,,,GSM,,,,LED,,,,S1-Blue,S1-Blue,,S1 Dual Sim Blue 1.77 Inch 32 Mb Ram 32 Ram 2G Gsm,EGP 425.00 Inclusive of VAT,IKU,2.7,[],https://www.noon.com/egypt-en/s1-dual-sim-blue-1-77-inch-32-mb-ram-32-ram-2g-gsm/N51539608A/p/?o=d7f05d879b947a2c,,,,,,,,,,,,,16 GB,,,No Camera,,,2G,,
,8 MP,Type-C,Dual SIM,8 - 11.9 MP,3 GB,5000 mAh,64 GB,Middle East Version,6.6 in,Nano SIM,,Starlish Black,,,,,Yes,,LTE,Unisoc,Octa Core,,,,4G,New,A70,A70,13MP,A70 Dual SIM Starlish Black (3+5)GB RAM 64GB 4G - Middle East Version,EGP 3549.00 Inclusive of VAT,ITEL,4.0,"['https://f.nooncdn.com/p/pnsku/N70027162V/45/_/1701156114/a9183cf2-10f2-4c0b-bb02-a0e115bd22ac.jpg', 'https://f.nooncdn.com/p/pnsku/N70027155V/45/_/1701155813/9b75bdd5-0ed6-448d-ba7d-5dfded37f53e.jpg', 'https://f.nooncdn.com/p/pnsku/N70027158V/45/_/1701156043/b77f1b87-49bf-4616-8db0-6a9dc35a0f26.jpg', 'https://f.nooncdn.com/p/pnsku/N70027161V/45/_/1701155952/41386614-19b2-4019-8250-b923e37f4cb9.jpg']",https://www.noon.com/egypt-en/a70-dual-sim-starlish-black-3-5-gb-ram-64gb-4g-middle-east-version/N70027161V/p/?o=be0963146202dd6a,,,,T603,,,,,,,,,,,,,,,,,
,,,,,4 GB,,64 GB,,,,,White,,,,,,,,,,,,,,,,,,"IKU A12 Dual SIM, 64GB Memory, 4GB RAM - White",EGP 3399.00 Inclusive of VAT,IKU,5.0,"['https://f.nooncdn.com/p/pzsku/Z8E68E535924E8B9EA5C7Z/45/_/1659616197/6952f54b-a535-48df-859c-d1beed5eb4d6.jpg', 'https://f.nooncdn.com/p/pzsku/ZDB4355E7CA9A356FBF5EZ/45/_/1659641899/5b9d8143-eea4-452d-bcc9-66c13f85745c.jpg', 'https://f.nooncdn.com/p/pzsku/ZE901DAD647DEB73C09FCZ/45/_/1659003669/c19dbf1d-b7b5-4163-9176-6f01888e5d77.jpg', 'https://f.nooncdn.com/p/pzsku/Z77862C6534FCD6DFF37DZ/45/_/1725366849/cb195b70-019e-4d91-a380-2fbc5545c776.jpg', 'https://f.nooncdn.com/p/pzsku/Z425FC95C235E196D8D3EZ/45/_/1718190571/1b2891cc-e243-4c6c-8c95-dc8c95573255.jpg']",https://www.noon.com/egypt-en/iku-a12-dual-sim-64gb-memory-4gb-ram-white/Z425FC95C235E196D8D3EZ/p/?o=z425fc95c235e196d8d3ez-1,,,,,,,,,,,,,,,,,,,,,
